ndvi_max,ndvi_trend_30d,rain_7d,rain_forecast_14d,dry_spell,soil_N,soil_K,soil_pH,price_volatility,avg_crop_price_last_3m,pmkisan_beneficiary,plot_size_acres,irrigation,past_default,past_repayment_rate,yield_variability_3y,loan_tenure_months,market_access_score,mobile_penetration_score,fpo_membership,fertilizer_subsidy,crop_insurance,distance_to_market_km,crop_type,log_price_volatility,log_distance_to_market,rain_effect,water_stress_index,soil_pH_dev,market_advantage,growth_outlook,digital_enablement,irrigation_buffer,crop_income_multiplier,credit_limit,loan_approval
0.4346573935773346,0.046253221210918585,40.01347208936814,12.240972162095872,2,0.504093720792088,0.7713904977390579,5.86124942493507,1.72639929564198,2330.7168748282497,0,0.05,1,0,0.73,0.20193999440279656,17,5.8711871165492795,3.3645685981381757,0,0,0,1.9455816456164745,pulses,1.0029817993055476,1.080306300358467,13.337824029789381,0.048764464409207064,0.6387505750649298,4.790880816190812,243.5070782166888,4.367216005502618,501.83614582431437,0.9,24892.0,1
0.35152052117049426,0.05042466372337173,17.133744020448752,51.848394244875436,1,0.5597966019977701,0.188556453929283,7.041192838594693,1.2998560552210108,1935.2185716785584,1,1.7642042220756236,0,1,0.69,0.14222396739399468,19,7.387388686812269,1.55274596449529,0,0,0,5.316939155910549,paddy,0.8328465362900838,1.843234780068776,8.566872010224376,0.05514580987094209,0.5411928385946929,5.544153906743492,303.9717128617341,3.886603053422082,0.0,1.0,8627.0,1
0.4751021425224271,0.07278024253841653,17.57227509358566,13.5282788306626,3,0.46678041720670516,0.4837001643025781,6.708083812893899,1.2513286630384457,2168.0045261581995,0,1.3356065284795637,1,0,0.75,0.2211624739768932,17,7.4152795600133565,4.530881413907685,0,0,1,4.778596366130421,maize,0.8115205588358059,1.7541608099630634,4.393068773396415,0.16153109863401255,0.2080838128938991,5.661118750050293,377.42949152274525,5.684640672349953,502.0292418245994,0.95,31411.0,1
0.2715204810352647,0.020768097133987674,8.150760666368173,5.995091249507018,3,0.5903448377143737,0.5466301222549043,6.842628812814568,2.141671942902026,1733.75497704802,0,0.6329440387752823,1,0,0.86,0.09767536792896389,20,8.920910149969277,3.0805485008890705,0,0,1,11.717807000183642,wheat,1.144755124102865,2.5430031374024744,2.0376901665920433,0.3278415980242945,0.34262881281456803,6.377907012566803,109.83557691944539,5.416693160521153,500.89926368742607,1.0,29278.0,1
0.6042180749978082,0.0558507872041229,39.548496185983176,9.45421489509814,6,0.31528734779275414,0.4577512114859071,6.21470445632555,0.9604111879399466,2176.6427339417987,0,0.1476802684976301,0,0,0.62,0.1252791347729274,20,8.37844199348911,1.1543168373996868,1,0,1,8.659324093988753,wheat,0.6731542410049092,2.2679236762100605,5.649785169426168,0.14797096228870957,0.28529554367445,6.11051831727905,288.7081509157126,4.043966899835456,0.0,1.0,23373.0,1
0.23020951489931676,0.05231279197267412,4.81622637753759,9.177014084811217,2,0.7028210601657388,0.30064924756864264,5.901954383065868,1.7063229892164484,2088.1936134314433,0,0.6693274227390213,0,0,0.78,0.0803008434980654,22,9.30420386612022,2.2166526510363256,0,0,0,3.563800450723514,sugarcane,0.9955908830161213,1.518155708590757,1.60540879251253,0.34386557024741154,0.5980456169341322,7.786048157529463,270.7409739481818,5.0516731370698835,0.0,1.2,22361.0,1
0.5540471501466595,0.04425686735387415,20.635297426380216,23.450409309980987,3,0.6521087132915769,0.3587114310737534,5.776049630414333,2.8662785245974223,2259.248820486887,0,0.18326108122375587,1,0,0.93,0.18543353328454265,13,5.32213019794723,2.088599702743875,0,0,0,6.487999909967404,wheat,1.3522924228360103,2.013301727151707,5.158824356595054,0.13866229527041576,0.7239503695856673,3.3088284707955227,244.73474607935174,3.382011900825217,503.5175613964972,1.0,28902.0,1
0.2891152264180302,0.005509461322216793,16.94896639951072,11.140858752269972,2,0.34763431885139445,0.20414013426764316,4.5,1.314480721783578,1419.9799493092682,0,2.8485043592140746,0,0,0.73,0.17079391392195836,7,7.586085434288083,1.5326320627445162,0,0,1,0.9729901761240523,cotton,0.8391853521322171,0.6795502478714944,5.649655466503574,0.11142702902683684,2.0,6.906535186416588,38.68816536335394,3.954013411361943,0.0,1.05,21217.0,1
0.3101695438330636,0.02774265150648165,24.298212861534726,0.5977523465290053,5,0.8652717458166364,0.6528173889278462,6.00346303258895,0.7104137721224079,1873.9358385376763,0,1.0487194503602464,0,0,0.8,0.17777548623730666,14,9.384923476719887,3.872158357141238,1,1,0,4.536845526474697,paddy,0.5367353132454735,1.7114249390364007,4.049702143589121,0.19764241954032927,0.4965369674110498,7.6734985376834866,139.31100987893726,6.077264404972698,0.0,1.0,33251.0,1
0.462653027860905,-0.006476270393805019,32.57954160481773,109.67135672325247,3,0.43463005383197584,0.7197691038003422,8.207478502497853,0.9188987624504695,2201.2130254162475,1,0.7708862449359237,1,0,0.88,0.13172274805168313,9,7.605358132265232,4.818094796952955,1,0,0,0.27038211697771564,wheat,0.6517514602668154,0.23931773472534978,8.144885401204432,0.08934011176524172,1.7074785024978532,7.366040397539883,77.29000475422737,5.933000131077866,516.4507035084879,1.0,36721.0,1
0.5893619424502388,0.02057664370549227,16.189980664214435,2.509993427709762,2,0.8377902350169237,0.7175405236402321,7.075688868206047,0.7069613938814162,1550.585758486094,0,1.4268040760164624,0,0,0.92,0.18870188825420642,23,5.540483231356265,1.9666137995493849,1,0,1,2.299868630102845,cotton,0.5347148272011992,1.193882658620289,5.396660221404812,0.11634684407548739,0.575688868206047,4.3466005727359756,105.39321195517111,3.3961615722721366,0.0,1.05,41335.0,1
0.2071820296576113,-0.032582090144467016,35.114376972959654,4.634312039668863,1,0.6658848787672003,0.4952687943240379,6.722922541745154,0.3387280288245821,2017.0015109308868,0,0.6462065715107359,1,0,0.77,0.17778429695840042,8,8.165135040677397,5.409238783813035,0,0,0,0.996729536806337,paddy,0.2917199309361522,0.6915106105126095,17.557188486479827,0.027689803447218317,0.22292254174515413,7.473624430164787,-158.27613868266621,6.51159728655878,500.69514680595034,1.0,27785.0,1
0.43512617207981336,-0.015578079607282861,17.828212573914154,34.08520138460774,2,0.8001125756646429,0.5435067051711246,7.172727772413574,0.7521632737332671,2032.826445913081,0,0.05282907967159895,0,0,0.93,0.12283516806213741,18,7.922896200021652,5.3506696569533085,0,0,0,1.2264150258018547,paddy,0.5608511809421529,0.8003926801296297,5.942737524638051,0.10622357231992015,0.6727277724135741,7.122503519892023,-43.80519665180657,6.379560274180646,0.0,1.0,26028.0,1
0.3723587419868841,0.007295958113378171,23.686597632337122,7.221570103219458,10,0.635237863728441,0.6711877118662763,6.31797866920052,1.6479415268766062,2074.3352085731253,1,0.25482538356958123,1,0,0.81,0.24579407640091444,16,7.767163889064989,6.499749454555187,0,0,1,7.258128008712204,wheat,0.9737825558357116,2.111197928519853,2.153327057485193,0.40507809739244666,0.18202133079948002,5.655965960545135,43.70136067011031,7.006715228359107,501.0832355154829,1.0,30783.0,1
0.2468977690786168,-0.022466744414353427,6.9062146180377475,31.958459018822538,4,0.7133675657575383,0.46273824019548104,6.225660671225572,1.1678545981086113,1956.7960774675691,0,3.4001480858349833,1,0,0.92,0.15162312692820484,6,6.871175446773941,5.337318018135209,0,0,0,2.5666865021434213,wheat,0.7737380140352124,1.2716370141329094,1.3812429236075494,0.5059311178922644,0.27433932877442757,5.599538432641032,-80.3752630529446,5.950860989590701,504.7937688528234,1.0,38212.0,1
0.43681203964680104,-0.0027257771835329375,13.089035784411202,27.73890174323298,5,0.7979207974986928,0.3481149340086275,6.296835311544325,2.4531665767330706,2047.6330562321364,1,1.6171714379315065,0,0,0.71,0.15986677001742833,17,6.766772838059195,2.21438383544283,1,0,0,0.4784503637473573,wheat,1.2392916584064861,0.3909944877125887,2.1815059640685335,0.3548858897450062,0.2031646884556748,6.375778350346606,14.110015825568292,4.035339436489376,0.0,1.0,34839.0,1
0.2477770440345728,0.012623331046001784,3.8394921245156066,13.09129871122892,3,0.9814379523031307,0.4086853039658061,5.984799587504695,1.2575407272929642,1988.4790486285724,0,2.2298968028100186,0,0,0.68,0.19415162547739573,17,6.7756809849541995,1.8581035090031932,0,0,1,18.554417024521406,wheat,0.8142760470290877,2.9732011956700894,0.9598730311289017,0.6198997586550005,0.5152004124953047,3.80247978928411,76.20795394123783,3.825134499383596,0.0,1.0,27832.0,1
0.4045527182515309,0.03810180550989698,19.243763659673807,31.720107308045456,3,0.8149250683363696,0.5280876591986875,6.042409003106505,1.8888873225442264,2229.172071574437,0,0.08751041348736735,1,0,0.69,0.11218262619956385,22,8.452080341797817,4.647705498567785,0,0,0,7.7116283693471495,paddy,1.0608714184888863,2.1646587273915108,4.810940914918452,0.1481937870069137,0.4575909968934946,6.287421614406306,222.22913485753037,6.169455435859797,504.7580160962068,1.0,27447.0,1
0.2825245376590112,0.06271657858338091,31.3132836647382,17.386844486086456,2,0.6896457427955022,0.38581784710547884,6.488935061410696,0.44139375517496293,1620.3361474587118,0,0.24226426887681846,0,0,0.85,0.14936143340892935,11,6.661580854153961,3.8662293415967612,0,1,0,27.97262893416561,cotton,0.3656105310268904,3.366351554442259,10.4377612215794,0.06189405016063086,0.01106493858930424,3.2952292997117016,330.969737402991,4.9843699466196405,0.0,1.05,22368.0,1
